id,current_department,previous_department,date_yearmonth
emp16,Dept A,Dept A,2022-03-01 00:00:00
emp16,Dept A,Dept A,2022-04-01 00:00:00
emp16,Dept A,Dept C,2021-11-01 00:00:00
emp17,Dept A,Dept C,2022-04-01 00:00:00
emp17,Dept B,Dept B,2021-11-01 00:00:00
emp17,Dept B,Dept B,2021-12-01 00:00:00
emp17,Dept C,Dept B,2022-01-01 00:00:00
emp17,Dept C,Dept C,2022-02-01 00:00:00
emp17,Dept C,Dept C,2022-03-01 00:00:00
emp18,Dept B,Dept B,2021-11-01 00:00:00
emp18,Dept B,Dept B,2021-12-01 00:00:00
emp18,Dept C,Dept B,2022-01-01 00:00:00
emp18,Dept C,Dept C,2022-02-01 00:00:00
emp18,Dept C,Dept C,2022-03-01 00:00:00
emp18,Dept C,Dept C,2022-04-01 00:00:00
emp19,Dept B,Dept B,2021-11-01 00:00:00
emp19,Dept B,Dept B,2021-12-01 00:00:00
emp19,Dept C,Dept B,2022-01-01 00:00:00
emp19,Dept C,Dept C,2022-02-01 00:00:00
emp19,Dept C,Dept C,2022-03-01 00:00:00
emp19,Dept C,Dept C,2022-04-01 00:00:00
emp20,Dept B,Dept B,2021-11-01 00:00:00
emp20,Dept B,Dept B,2021-12-01 00:00:00
emp20,Dept C,Dept B,2022-01-01 00:00:00
emp20,Dept C,Dept C,2022-02-01 00:00:00
emp20,Dept C,Dept C,2022-03-01 00:00:00
emp20,Dept C,Dept C,2022-04-01 00:00:00
emp21,Dept B,Dept B,2021-11-01 00:00:00
emp21,Dept B,Dept B,2021-12-01 00:00:00
emp21,Dept B,Dept B,2022-01-01 00:00:00
emp21,Dept B,Dept B,2022-02-01 00:00:00
emp21,Dept B,Dept B,2022-03-01 00:00:00
emp21,Dept B,Dept B,2022-04-01 00:00:00
emp22,Dept B,Dept B,2021-11-01 00:00:00
emp22,Dept B,Dept B,2021-12-01 00:00:00
emp22,Dept B,Dept B,2022-01-01 00:00:00
emp22,Dept B,Dept B,2022-02-01 00:00:00
emp22,Dept B,Dept B,2022-03-01 00:00:00
emp22,Dept D,Dept B,2022-04-01 00:00:00
emp23,Dept B,Dept B,2021-11-01 00:00:00
emp23,Dept B,Dept B,2021-12-01 00:00:00
emp23,Dept B,Dept B,2022-01-01 00:00:00
emp23,Dept B,Dept B,2022-02-01 00:00:00
emp23,Dept B,Dept B,2022-03-01 00:00:00
emp23,Dept B,Dept B,2022-04-01 00:00:00
emp24,Dept B,Dept B,2021-11-01 00:00:00
emp24,Dept B,Dept B,2021-12-01 00:00:00
emp24,Dept B,Dept B,2022-01-01 00:00:00
emp24,Dept B,Dept B,2022-02-01 00:00:00
emp24,Dept B,Dept B,2022-03-01 00:00:00
emp24,Dept B,Dept B,2022-04-01 00:00:00
emp25,Dept B,Dept B,2021-11-01 00:00:00
emp25,Dept B,Dept B,2021-12-01 00:00:00
emp25,Dept B,Dept B,2022-01-01 00:00:00
emp25,Dept B,Dept B,2022-02-01 00:00:00
emp25,Dept B,Dept B,2022-03-01 00:00:00
emp25,Dept B,Dept B,2022-04-01 00:00:00
emp26,Dept B,Dept B,2021-11-01 00:00:00
emp26,Dept B,Dept B,2021-12-01 00:00:00
emp26,Dept B,Dept B,2022-01-01 00:00:00
emp26,Dept B,Dept B,2022-02-01 00:00:00
emp26,Dept B,Dept B,2022-03-01 00:00:00
emp26,Dept B,Dept B,2022-04-01 00:00:00
emp27,Dept C,Dept A,2021-11-01 00:00:00
emp27,Dept C,Dept C,2021-12-01 00:00:00
emp27,Dept C,Dept C,2022-01-01 00:00:00
emp27,Dept C,Dept C,2022-02-01 00:00:00
emp27,Dept C,Dept C,2022-03-01 00:00:00
emp27,Dept C,Dept C,2022-04-01 00:00:00
emp28,Dept C,Dept C,2021-11-01 00:00:00
emp28,Dept C,Dept C,2021-12-01 00:00:00
emp28,Dept C,Dept C,2022-01-01 00:00:00
emp28,Dept C,Dept C,2022-02-01 00:00:00
emp28,Dept C,Dept C,2022-03-01 00:00:00
emp28,Dept C,Dept C,2022-04-01 00:00:00
emp29,Dept C,Dept C,2021-11-01 00:00:00
emp29,Dept C,Dept C,2021-12-01 00:00:00
emp29,Dept C,Dept C,2022-01-01 00:00:00
emp29,Dept C,Dept C,2022-02-01 00:00:00
emp29,Dept C,Dept C,2022-03-01 00:00:00
emp29,Dept C,Dept C,2022-04-01 00:00:00
emp30,Dept C,Dept C,2021-12-01 00:00:00
emp30,Dept C,Dept C,2022-01-01 00:00:00
emp30,Dept C,Newcomer,2021-11-01 00:00:00
emp30,Left Company,Dept C,2022-02-01 00:00:00
emp31,Dept C,Dept C,2021-11-01 00:00:00
emp31,Dept C,Dept C,2021-12-01 00:00:00
emp31,Dept C,Dept C,2022-01-01 00:00:00
emp31,Dept C,Dept C,2022-02-01 00:00:00
emp31,Dept C,Dept C,2022-03-01 00:00:00
emp31,Dept C,Dept C,2022-04-01 00:00:00
emp32,Dept C,Dept C,2021-11-01 00:00:00
emp32,Dept C,Dept C,2021-12-01 00:00:00
emp32,Dept C,Dept C,2022-01-01 00:00:00
emp32,Dept C,Dept C,2022-02-01 00:00:00
emp32,Dept C,Dept C,2022-03-01 00:00:00
emp32,Dept C,Dept C,2022-04-01 00:00:00
emp33,Dept A,Dept A,2022-03-01 00:00:00
emp33,Dept A,Dept A,2022-04-01 00:00:00
emp33,Dept A,Dept C,2022-02-01 00:00:00
emp33,Dept C,Dept C,2021-11-01 00:00:00
emp33,Dept C,Dept C,2021-12-01 00:00:00
emp33,Dept C,Dept C,2022-01-01 00:00:00
emp34,Dept C,Dept C,2021-11-01 00:00:00
emp34,Dept C,Dept C,2021-12-01 00:00:00
emp34,Dept C,Dept C,2022-01-01 00:00:00
emp34,Dept C,Dept C,2022-02-01 00:00:00
emp34,Dept C,Dept C,2022-03-01 00:00:00
emp34,Dept C,Dept C,2022-04-01 00:00:00
emp35,Dept C,Dept C,2021-11-01 00:00:00
emp35,Dept C,Dept C,2021-12-01 00:00:00
emp35,Dept C,Dept C,2022-01-01 00:00:00
emp35,Dept C,Dept C,2022-02-01 00:00:00
emp35,Dept C,Dept C,2022-03-01 00:00:00
emp35,Dept C,Dept C,2022-04-01 00:00:00
emp36,Dept C,Dept C,2021-11-01 00:00:00
emp36,Dept C,Dept C,2021-12-01 00:00:00
emp36,Dept C,Dept C,2022-01-01 00:00:00
emp36,Dept C,Dept C,2022-02-01 00:00:00
emp36,Dept C,Dept C,2022-03-01 00:00:00
emp36,Dept C,Dept C,2022-04-01 00:00:00
emp37,Dept C,Dept C,2021-11-01 00:00:00
emp37,Dept C,Dept C,2021-12-01 00:00:00
emp37,Dept C,Dept C,2022-01-01 00:00:00
emp37,Dept C,Dept C,2022-02-01 00:00:00
emp37,Dept C,Dept C,2022-03-01 00:00:00
emp37,Dept C,Dept C,2022-04-01 00:00:00
emp38,Dept C,Dept C,2021-11-01 00:00:00
emp38,Dept C,Dept C,2021-12-01 00:00:00
emp38,Dept C,Dept C,2022-01-01 00:00:00
emp38,Dept C,Dept C,2022-02-01 00:00:00
emp38,Dept C,Dept C,2022-03-01 00:00:00
emp38,Dept C,Dept C,2022-04-01 00:00:00
emp39,Dept C,Dept C,2021-11-01 00:00:00
emp39,Dept C,Dept C,2021-12-01 00:00:00
emp39,Dept C,Dept C,2022-01-01 00:00:00
emp39,Dept C,Dept C,2022-02-01 00:00:00
emp39,Dept C,Dept C,2022-03-01 00:00:00
emp39,Dept C,Dept C,2022-04-01 00:00:00
emp40,Dept A,Dept A,2022-03-01 00:00:00
emp40,Dept A,Dept A,2022-04-01 00:00:00
emp40,Dept A,Dept C,2022-02-01 00:00:00
emp40,Dept C,Dept C,2021-11-01 00:00:00
emp40,Dept C,Dept C,2021-12-01 00:00:00
emp40,Dept C,Dept C,2022-01-01 00:00:00
emp41,Dept A,Dept A,2022-03-01 00:00:00
emp41,Dept A,Dept A,2022-04-01 00:00:00
emp41,Dept A,Dept C,2022-02-01 00:00:00
emp41,Dept C,Dept C,2021-11-01 00:00:00
emp41,Dept C,Dept C,2021-12-01 00:00:00
emp41,Dept C,Dept C,2022-01-01 00:00:00
emp42,Dept A,Dept A,2022-03-01 00:00:00
emp42,Dept A,Dept A,2022-04-01 00:00:00
emp42,Dept A,Dept C,2022-02-01 00:00:00
emp42,Dept C,Dept C,2021-11-01 00:00:00
emp42,Dept C,Dept C,2021-12-01 00:00:00
emp42,Dept C,Dept C,2022-01-01 00:00:00
emp43,Dept C,Dept C,2021-11-01 00:00:00
emp43,Dept C,Dept C,2021-12-01 00:00:00
emp43,Dept C,Dept C,2022-01-01 00:00:00
emp43,Dept C,Dept C,2022-02-01 00:00:00
emp43,Dept C,Dept C,2022-03-01 00:00:00
emp43,Dept C,Dept C,2022-04-01 00:00:00
emp44,Dept C,Dept C,2021-11-01 00:00:00
emp44,Dept C,Dept C,2021-12-01 00:00:00
emp44,Dept C,Dept C,2022-01-01 00:00:00
emp44,Dept C,Dept C,2022-02-01 00:00:00
emp44,Dept C,Dept C,2022-03-01 00:00:00
emp44,Dept C,Dept C,2022-04-01 00:00:00
emp45,Dept C,Dept C,2021-11-01 00:00:00
emp45,Dept C,Dept C,2021-12-01 00:00:00
emp45,Dept C,Dept C,2022-01-01 00:00:00
emp45,Dept C,Dept C,2022-02-01 00:00:00
emp45,Dept C,Dept C,2022-03-01 00:00:00
emp45,Dept C,Dept C,2022-04-01 00:00:00
emp46,Dept C,Dept C,2021-11-01 00:00:00
emp46,Dept C,Dept C,2021-12-01 00:00:00
emp46,Dept C,Dept C,2022-01-01 00:00:00
emp46,Dept C,Dept C,2022-02-01 00:00:00
emp46,Dept C,Dept C,2022-03-01 00:00:00
emp46,Dept C,Dept C,2022-04-01 00:00:00
emp47,Dept C,Dept C,2021-11-01 00:00:00
emp47,Dept C,Dept C,2021-12-01 00:00:00
emp47,Dept C,Dept C,2022-01-01 00:00:00
emp47,Dept C,Dept C,2022-02-01 00:00:00
emp47,Dept C,Dept C,2022-03-01 00:00:00
emp47,Dept D,Dept C,2022-04-01 00:00:00
emp48,Dept C,Dept C,2021-11-01 00:00:00
emp48,Dept C,Dept C,2021-12-01 00:00:00
emp48,Dept C,Dept C,2022-01-01 00:00:00
emp48,Dept C,Dept C,2022-02-01 00:00:00
emp48,Dept C,Dept C,2022-03-01 00:00:00
emp48,Dept C,Dept C,2022-04-01 00:00:00
emp49,Dept C,Dept C,2021-11-01 00:00:00
emp49,Dept C,Dept C,2021-12-01 00:00:00
emp49,Dept C,Dept C,2022-01-01 00:00:00
emp49,Dept C,Dept C,2022-02-01 00:00:00
emp49,Dept C,Dept C,2022-03-01 00:00:00
emp49,Dept C,Dept C,2022-04-01 00:00:00
emp50,Dept A,Dept A,2022-02-01 00:00:00
emp50,Dept A,Dept A,2022-03-01 00:00:00
emp50,Dept A,Dept A,2022-04-01 00:00:00
emp50,Dept A,Dept C,2022-01-01 00:00:00
emp50,Dept C,Dept C,2021-11-01 00:00:00
emp50,Dept C,Dept C,2021-12-01 00:00:00
emp51,Dept C,Dept C,2021-11-01 00:00:00
emp51,Dept C,Dept C,2021-12-01 00:00:00
emp51,Dept C,Dept C,2022-01-01 00:00:00
emp51,Dept C,Dept C,2022-02-01 00:00:00
emp51,Dept C,Dept C,2022-03-01 00:00:00
emp51,Dept C,Dept C,2022-04-01 00:00:00
emp52,Dept C,Dept C,2021-11-01 00:00:00
emp52,Dept C,Dept C,2021-12-01 00:00:00
emp52,Dept C,Dept C,2022-01-01 00:00:00
emp52,Dept C,Dept C,2022-02-01 00:00:00
emp52,Dept C,Dept C,2022-03-01 00:00:00
emp52,Dept C,Dept C,2022-04-01 00:00:00
emp53,Dept C,Dept C,2021-11-01 00:00:00
emp53,Dept C,Dept C,2021-12-01 00:00:00
emp53,Dept C,Dept C,2022-01-01 00:00:00
emp53,Dept C,Dept C,2022-02-01 00:00:00
emp53,Dept C,Dept C,2022-03-01 00:00:00
emp53,Dept C,Dept C,2022-04-01 00:00:00
emp54,Dept C,Dept C,2021-11-01 00:00:00
emp54,Dept C,Dept C,2021-12-01 00:00:00
emp54,Dept C,Dept C,2022-01-01 00:00:00
emp54,Dept C,Dept C,2022-02-01 00:00:00
emp54,Dept C,Dept C,2022-03-01 00:00:00
emp54,Dept C,Dept C,2022-04-01 00:00:00
emp55,Dept C,Dept C,2021-11-01 00:00:00
emp55,Dept C,Dept C,2021-12-01 00:00:00
emp55,Dept C,Dept C,2022-01-01 00:00:00
emp55,Dept C,Dept C,2022-02-01 00:00:00
emp55,Dept C,Dept C,2022-03-01 00:00:00
emp55,Dept C,Dept C,2022-04-01 00:00:00
emp56,Dept C,Dept C,2021-11-01 00:00:00
emp56,Dept C,Dept C,2021-12-01 00:00:00
emp56,Dept C,Dept C,2022-01-01 00:00:00
emp56,Dept C,Dept C,2022-02-01 00:00:00
emp56,Dept C,Dept C,2022-03-01 00:00:00
emp56,Dept C,Dept C,2022-04-01 00:00:00
emp57,Dept C,Dept C,2021-11-01 00:00:00
emp57,Dept C,Dept C,2021-12-01 00:00:00
emp57,Dept C,Dept C,2022-01-01 00:00:00
emp57,Dept C,Dept C,2022-02-01 00:00:00
emp57,Dept C,Dept C,2022-03-01 00:00:00
emp57,Dept C,Dept C,2022-04-01 00:00:00
emp58,Dept C,Dept C,2021-11-01 00:00:00
emp58,Dept C,Dept C,2021-12-01 00:00:00
emp58,Dept C,Dept C,2022-01-01 00:00:00
emp58,Dept C,Dept C,2022-02-01 00:00:00
emp58,Dept C,Dept C,2022-03-01 00:00:00
emp58,Dept C,Dept C,2022-04-01 00:00:00
emp59,Dept C,Dept C,2021-11-01 00:00:00
emp59,Dept C,Dept C,2021-12-01 00:00:00
emp59,Dept C,Dept C,2022-01-01 00:00:00
emp59,Dept C,Dept C,2022-02-01 00:00:00
emp59,Dept C,Dept C,2022-03-01 00:00:00
emp59,Dept C,Dept C,2022-04-01 00:00:00
emp60,Dept C,Dept C,2021-11-01 00:00:00
emp60,Dept C,Dept C,2021-12-01 00:00:00
emp60,Dept C,Dept C,2022-01-01 00:00:00
emp60,Dept C,Dept C,2022-02-01 00:00:00
emp60,Dept C,Dept C,2022-03-01 00:00:00
emp60,Dept C,Dept C,2022-04-01 00:00:00
emp61,Dept C,Dept C,2021-11-01 00:00:00
emp61,Dept C,Dept C,2021-12-01 00:00:00
emp61,Dept C,Dept C,2022-01-01 00:00:00
emp61,Dept C,Dept C,2022-02-01 00:00:00
emp61,Dept C,Dept C,2022-03-01 00:00:00
emp61,Dept C,Dept C,2022-04-01 00:00:00
emp62,Dept C,Dept C,2021-11-01 00:00:00
emp62,Dept C,Dept C,2021-12-01 00:00:00
emp62,Dept C,Dept C,2022-01-01 00:00:00
emp62,Dept C,Dept C,2022-02-01 00:00:00
emp62,Dept C,Dept C,2022-03-01 00:00:00
emp62,Dept C,Dept C,2022-04-01 00:00:00
emp63,Dept C,Dept C,2021-11-01 00:00:00
emp63,Dept C,Dept C,2021-12-01 00:00:00
emp63,Dept C,Dept C,2022-01-01 00:00:00
emp63,Dept C,Dept C,2022-02-01 00:00:00
emp63,Dept C,Dept C,2022-03-01 00:00:00
emp63,Dept C,Dept C,2022-04-01 00:00:00
emp64,Dept C,Dept C,2021-11-01 00:00:00
emp64,Dept C,Dept C,2021-12-01 00:00:00
emp64,Dept C,Dept C,2022-01-01 00:00:00
emp64,Dept C,Dept C,2022-02-01 00:00:00
emp64,Dept C,Dept C,2022-03-01 00:00:00
emp64,Dept C,Dept C,2022-04-01 00:00:00
emp65,Dept C,Dept C,2021-12-01 00:00:00
emp65,Dept C,Dept C,2022-01-01 00:00:00
emp65,Dept C,Dept C,2022-02-01 00:00:00
emp65,Dept C,Dept C,2022-03-01 00:00:00
emp65,Dept C,Dept C,2022-04-01 00:00:00
emp65,Dept C,Newcomer,2021-11-01 00:00:00
emp67,Dept C,Dept C,2021-11-01 00:00:00
emp67,Dept C,Dept C,2021-12-01 00:00:00
emp67,Dept C,Dept C,2022-01-01 00:00:00
emp67,Dept C,Dept C,2022-02-01 00:00:00
emp67,Dept C,Dept C,2022-03-01 00:00:00
emp67,Dept C,Dept C,2022-04-01 00:00:00
emp68,Dept C,Dept C,2021-11-01 00:00:00
emp68,Dept C,Dept C,2021-12-01 00:00:00
emp68,Dept C,Dept C,2022-01-01 00:00:00
emp68,Dept C,Dept C,2022-02-01 00:00:00
emp68,Dept C,Dept C,2022-03-01 00:00:00
emp68,Dept C,Dept C,2022-04-01 00:00:00
emp69,Dept D,Dept D,2021-11-01 00:00:00
emp69,Dept D,Dept D,2021-12-01 00:00:00
emp69,Dept D,Dept D,2022-01-01 00:00:00
emp69,Dept D,Dept D,2022-02-01 00:00:00
emp69,Dept D,Dept D,2022-03-01 00:00:00
emp69,Dept D,Dept D,2022-04-01 00:00:00
emp70,Dept B,Dept B,2022-04-01 00:00:00
emp70,Dept B,Dept D,2022-03-01 00:00:00
emp70,Dept D,Dept D,2021-11-01 00:00:00
emp70,Dept D,Dept D,2021-12-01 00:00:00
emp70,Dept D,Dept D,2022-01-01 00:00:00
emp70,Dept D,Dept D,2022-02-01 00:00:00
emp71,Dept D,Dept D,2021-11-01 00:00:00
emp71,Dept D,Dept D,2021-12-01 00:00:00
emp71,Dept D,Dept D,2022-01-01 00:00:00
emp71,Dept D,Dept D,2022-02-01 00:00:00
emp71,Dept D,Dept D,2022-03-01 00:00:00
emp71,Dept D,Dept D,2022-04-01 00:00:00
emp72,Dept D,Dept D,2021-11-01 00:00:00
emp72,Dept D,Dept D,2021-12-01 00:00:00
emp72,Dept D,Dept D,2022-01-01 00:00:00
emp72,Dept D,Dept D,2022-02-01 00:00:00
emp72,Dept D,Dept D,2022-03-01 00:00:00
emp72,Dept D,Dept D,2022-04-01 00:00:00
emp73,Dept D,Dept D,2021-11-01 00:00:00
emp73,Dept D,Dept D,2021-12-01 00:00:00
emp73,Dept D,Dept D,2022-01-01 00:00:00
emp73,Dept D,Dept D,2022-02-01 00:00:00
emp73,Dept D,Dept D,2022-03-01 00:00:00
emp73,Dept D,Dept D,2022-04-01 00:00:00
emp74,Dept D,Dept D,2021-11-01 00:00:00
emp74,Dept D,Dept D,2021-12-01 00:00:00
emp74,Dept D,Dept D,2022-01-01 00:00:00
emp74,Dept D,Dept D,2022-02-01 00:00:00
emp74,Dept D,Dept D,2022-03-01 00:00:00
emp74,Dept D,Dept D,2022-04-01 00:00:00
emp75,Dept D,Dept D,2021-11-01 00:00:00
emp75,Dept D,Dept D,2021-12-01 00:00:00
emp75,Dept D,Dept D,2022-01-01 00:00:00
emp75,Dept D,Dept D,2022-02-01 00:00:00
emp75,Dept D,Dept D,2022-03-01 00:00:00
emp75,Dept D,Dept D,2022-04-01 00:00:00
emp76,Dept D,Dept D,2021-11-01 00:00:00
emp76,Dept D,Dept D,2021-12-01 00:00:00
emp76,Dept D,Dept D,2022-01-01 00:00:00
emp76,Dept D,Dept D,2022-02-01 00:00:00
emp76,Dept D,Dept D,2022-03-01 00:00:00
emp76,Dept D,Dept D,2022-04-01 00:00:00
emp77,Dept D,Dept D,2021-11-01 00:00:00
emp77,Dept D,Dept D,2021-12-01 00:00:00
emp77,Dept D,Dept D,2022-01-01 00:00:00
emp77,Dept D,Dept D,2022-02-01 00:00:00
emp77,Dept D,Dept D,2022-03-01 00:00:00
emp77,Dept D,Dept D,2022-04-01 00:00:00
emp78,Dept A,Dept A,2021-11-01 00:00:00
emp78,Dept A,Dept A,2021-12-01 00:00:00
emp78,Dept A,Dept A,2022-01-01 00:00:00
emp78,Dept A,Dept A,2022-02-01 00:00:00
emp78,Dept A,Dept A,2022-03-01 00:00:00
emp78,Dept A,Dept A,2022-04-01 00:00:00
emp79,Dept A,Dept A,2021-11-01 00:00:00
emp79,Dept A,Dept A,2021-12-01 00:00:00
emp79,Dept A,Dept A,2022-01-01 00:00:00
emp79,Dept A,Dept A,2022-02-01 00:00:00
emp79,Dept A,Dept A,2022-03-01 00:00:00
emp79,Dept A,Dept A,2022-04-01 00:00:00
emp80,Dept B,Dept B,2021-11-01 00:00:00
emp80,Dept B,Dept B,2021-12-01 00:00:00
emp80,Dept B,Dept B,2022-01-01 00:00:00
emp80,Dept B,Dept B,2022-02-01 00:00:00
emp80,Dept B,Dept B,2022-03-01 00:00:00
emp80,Dept B,Dept B,2022-04-01 00:00:00
emp81,Dept B,Dept B,2021-12-01 00:00:00
emp81,Dept B,Dept B,2022-01-01 00:00:00
emp81,Dept B,Dept B,2022-02-01 00:00:00
emp81,Dept B,Dept B,2022-03-01 00:00:00
emp81,Dept B,Dept B,2022-04-01 00:00:00
emp81,Dept B,Dept D,2021-11-01 00:00:00
emp82,Dept D,Dept D,2021-11-01 00:00:00
emp82,Dept D,Dept D,2021-12-01 00:00:00
emp82,Dept D,Dept D,2022-01-01 00:00:00
emp82,Left Company,Dept D,2022-02-01 00:00:00
emp83,Dept D,Dept D,2021-11-01 00:00:00
emp83,Dept D,Dept D,2021-12-01 00:00:00
emp83,Dept D,Dept D,2022-01-01 00:00:00
emp83,Left Company,Dept D,2022-02-01 00:00:00
emp84,Dept D,Dept D,2021-11-01 00:00:00
emp84,Dept D,Dept D,2021-12-01 00:00:00
emp84,Dept D,Dept D,2022-01-01 00:00:00
emp84,Dept D,Dept D,2022-02-01 00:00:00
emp84,Dept D,Dept D,2022-03-01 00:00:00
emp84,Dept D,Dept D,2022-04-01 00:00:00
emp85,Dept D,Dept D,2021-11-01 00:00:00
emp85,Dept D,Dept D,2021-12-01 00:00:00
emp85,Dept D,Dept D,2022-01-01 00:00:00
emp85,Dept D,Dept D,2022-02-01 00:00:00
emp85,Dept D,Dept D,2022-03-01 00:00:00
emp85,Dept D,Dept D,2022-04-01 00:00:00
emp86,Dept D,Dept D,2021-11-01 00:00:00
emp86,Dept D,Dept D,2021-12-01 00:00:00
emp86,Dept D,Dept D,2022-01-01 00:00:00
emp86,Dept D,Dept D,2022-02-01 00:00:00
